ลำดับ,เลขทะเบียนโรงงาน,ชื่อโรงงาน,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงาน,แรงม้า
1272,3-106-25/50ฉช,บริษัท รวยมหาศาล จำกัด,กลั่นตัวทำละลายที่ใช้แล้วเพื่อนำกลับมาใช้ใหม่ นำกากสี กาว เรซิ่น และตัวทำละลายที่ใช้แล้วมาผลิตเป็นสีกันสนิมเกรดบี นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน น้ำมันทาแบบ,เลขที่ 29/3,8,-,-,ศาลาแดง,บางน้ำเปรี้ยว,ฉะเชิงเทรา,24000,,11300000,10,186
1273,3-106-25/56ฉช,บริษัท อี้ ฮุย (ประเทศไทย) จำกัด,หลอมหล่อเศษและตะกรันโลหะจำพวกสังกะสีและทองเหลืองที่ไม่เป็นของเสียอันตราย,เลขที่ 88/8,11,-,-,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,24190,,12000000,10,94
1274,3-106-25/58ฉช,บริษัท หย่งถัง ไทย จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิกส์ และหล่อหลอมโลหะทั่วไป เช่น เศษทองแดง เศษทองเหลือง และกากตะกอนทองแดง,เลขที่ โฉนดเลขที่ 899,11,-,-,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,24190,,13000000,15,591
1275,3-106-26/49ฉช,บริษัท เอส.พี.รี ไฟน์เนอรี่ จำกัด,นำยางรถยนต์ที่ผ่านการใช้งานแล้วมาผ่านกรรมวิธีการทางอุตสาหกรรม  เพื่อนำกลับไปใช้ประโยชน์ใหม่  เป็นน้ำมันเชื้อเพลิงสังเคราะห์,เลขที่ 707,9,หนองครก-แปลงนกเปล้า,ฉะเชิงเทรา-สัตหีบ (ทล.331),หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,24190,0 9173 3347,30000000,25,130.6
1276,3-106-26/52ฉช,บริษัท บางกอก ไทร์ รีไฟเนอรี่ จำกัด,ผลิตน้ำมันเชื้อเพลิงจากยางรถยนต์ที่ใช้แล้ว หรือพลาสติกที่ใช้แล้ว,เลขที่ 777,9,-,-,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,24190,,15000000,144,932.34
1277,3-106-28/59ฉช,เฮงคูณทรัพย์,ล้างถังบรรจุภัณฑ์,เลขที่ โฉนดที่ดิน 9679,8,-,-,ท่าข้าม,บางปะกง,ฉะเชิงเทรา,10540,,4500000,5,25
1278,3-106-29/47ฉช,บริษัท สุขเจริญทรัพย์ วังเย็น จำกัด,นำตัวทำละลายที่ไม่ใช้แล้วจากโรงงานมาผลิตเป็นวัตถุดิบหรือผลิตภัณฑ์ใหม่  โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม  ซ่อม  และล้างถัง  อัดเศษเหล็ก  และบดย่อยพลาสติกหรือยาง,เลขที่ 12/34,2,-,สายวังกะจะ-หนองน้ำกิน,วังเย็น,แปลงยาว,ฉะเชิงเทรา,24190,,30000000,70,1992.85
1279,3-106-3/49ฉช,บริษัท เนเจอร์ รีไฟน์นิ่ง เทค จำกัด,ต้ม  กลั่น  สารละลายและเคมีภัณฑ์ที่ผ่านการใช้งานแล้ว  เพื่อนำกลับมาใช้ใหม่,เลขที่ 70/2,7,,สุวินทวงศ์,คลองนครเนื่องเขต,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,24000,038-847162,0,0,1320
1280,3-106-3/52ฉช,บริษัท เดชา สตีล จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเป็นเชื้อเพลิงทดแทน,เลขที่ 49/3,7,-,-,หนองแหน,พนมสารคาม,ฉะเชิงเทรา,24120,,6500000,7,19
1281,3-106-32/53ฉช,ภ. เจริญทรัพย์,บด ย่อยพลาสติกและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,เลขที่ -,6,-,สุขุมวิทสายเก่า,สองคลอง,บางปะกง,ฉะเชิงเทรา,24130,,5000000,9,100
1282,3-106-33/49ฉช,ห้างหุ้นส่วนจำกัด นัฐวุฒิ พาณิชย์,หล่อหลอมของเสียจากโรงงานมาผลิตเป็นวัตถุดิบหรือผลิตภัณฑ์ใหม่ เช่น สังกะสี ทองเหลือง,เลขที่ 25/8,9, -, -,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,24190,,,7,82
1283,3-106-34/53ฉช,บริษัท เรืองโรจน์ พี.สตีล จำกัด,นำทรายจากแกนและแบบหล่อ ผงเหล็กยิงทราย สเกลเหล็ก ตะกรันเหล็ก (slag) ฝุ่นจากเตาหลอมโลหะ เถ้าหนัก ตะกรันและฝุ่นจากหม้อไอน้ำ ที่ไม่เป็นของเสียอันตรายมาผลิตวัสดุภัณฑ์ในการก่อสร้าง,เลขที่ 111/9,11,-,นิคมอุตสาหกรรม-หนองสถิตย์,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,24190,02 3943984,5000000,22,369
1284,3-106-35/57ฉช,บริษัท ทรัพย์เจริญ รีไซเคิล จำกัด,นำของเสียจากอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์มาผ่านกรรมวิธีบดย่อย เพื่อคัดแยกนำโลหะกลับมาใช้ประโยชน์ใหม่,เลขที่  น.ส.3ก.1173,9,-,-,เขาหินซ้อน,พนมสารคาม,ฉะเชิงเทรา,24120,,28200000,35,445
1285,3-106-36/48ฉช,บริษัท เค.อาร์.ดี จำกัด,นำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วมาผลิตเป็นผลิตภัณฑ์ใหม่  โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม  เช่น  การซ่อมและล้างถังบรรจุสารเคมีด้วยตัวทำละลาย  และการกลั่นตัวทำละลายที่ใช้งานแล้ว  เพื่อนำกลับมาใช้ประโยชน์ใหม่,เลขที่ 59,8, -, -,แปลงยาว,แปลงยาว,ฉะเชิงเทรา,24190,,27000000,41,912.3
