orgth,orgen,telephone,address,website,healtharea,agency,province,district,area,npsts,pooledsaliva,pooledswab
โรงพยาบาลเปาโลเกษตร,Paolo Hospital Kaset,0-2150-0900 ต่อ 5208,แผนกห้องปฏิบัติการ โรงพยาบาลเปาโลเกษตร อาคาร A ชั้น 5 เลขที่ 2012/5-6 ถนนพหลโยธิน แขวงเสนานิคม เขตจตุจักร กรุงเทพฯ 10900,https://www.paolohospital.com/th-TH/kaset/Home,เขต 13,เอกชน,กรุงเทพมหานคร,จตุจักร,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลสินแพทย์,Synphaet Hospital,0-2793-5099 ต่อ 5706,9/99 ถ.รามอินทราก.ม. 8.5 แขวงคันนายาว เขตคันนายาว กรุงเทพฯ 10230,https://www.synphaet.co.th/,เขต 13,เอกชน,กรุงเทพมหานคร,คันนายาว,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลเปาโลพหลโยธิน,Paolo Hospital Phaholyothin,0-2271-7000-9,670/1 ตึก 1 ชั้น MC แผนกปฏิบัติการชันสูตร รพ.เปาโลพหลโยธิน ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม 10400,https://www.paolohospital.com/th-TH/phahol/Home,เขต 13,เอกชน,กรุงเทพมหานคร,พญาไท,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลมงกุฎวัฒนะ,Mongkut Wattana General Hospital,0-2574-5000 ต่อ 1300,34/40 ถนนแจ้งวัฒนะ ทุ่งสองห้อง หลักสี่ กรุงเทพฯ 10210,https://www.mongkutwattana.co.th/,เขต 13,เอกชน,กรุงเทพมหานคร,หลักสี่,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
คลินิกเทคนิคการแพทย์แบงคอกจีโนมิกส์,"Bangkok Genomics Medical Technology clinic (Bangkok Genomics Innovation Co., Ltd.)",0-2261-2638 ต่อ 206,3689 ถนนพระราม4 แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,,เขต 13,เอกชน,กรุงเทพมหานคร,คลองเตย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
บริษัท แอท-ยีนส์ จำกัด,AT-GENES COMPANY LIMITED,0-2073-1411,8 พุทธมณฑลสาย 1 ซอย 37 แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพ 10170,http://www.atgenes.com/,เขต 13,เอกชน,กรุงเทพมหานคร,ตลิ่งชัน,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
ห้องปฏิบัติการหน่วยคุ้มครองสุขภาพโลก ศูนย์ความร่วมมือไทย-สหรัฐด้านสาธารณสุข,"Global Disease Detection Laboratories, Thailand MOPH - U.S. CDC Collaboration",0-2591-4039,กรมวิทยาศาสตร์การแพทย์ อาคาร 2 ชั้น 1 กระทรวงสาธารสุข ต.ตลาดขวัญ อ.เมือง จ.นนทบุรี 11000,http://tuc-counit.moph.go.th/?page_id=534,เขต 4,ภาครัฐ,นนทบุรี,เมืองนนทบุรี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลสมเด็จพระปิ่นเกล้า,Somdejprapinklao Hospital,0-2460-0000 ต่อ 41592,504 กลุ่มงานพยาธิวิทยา รพ.สมเด็จพระปิ่นเกล้า พร. ถ.สมเด็จพระเจ้าตากสิน บุคคโล ธนบุรี กรุงเทพมหานคร 10600,https://www.spph.go.th/,เขต 13,ภาครัฐ,กรุงเทพมหานคร,ธนบุรี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
สถาบันนิติวิทยาศาสตร์,Central Institute of Forensic Science Thailand,0-2913-7759 ต่อ 607,499 อาคารสุขประพฤติ ชั้น 18 กองสารพันธุกรรม ถ. ประชาชื่น แขวงบางซื่อ เขตบางซื่อ กรุงเทพ 10800,http://www.nopparat.go.th/nrhweb62/index.php,เขต 13,ภาครัฐ,กรุงเทพมหานคร,บางซื่อ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลตำรวจ,Police General Hospital,0-2207-6000 ต่อ 10612,492/1 รพ.ตำรวจ ถ. พระราม 1 แขวงวังใหม่ เขตปทุมวัน กรุงเทพฯ 10330,http://www.nopparat.go.th/nrhweb62/index.php,เขต 13,ภาครัฐ,กรุงเทพมหานคร,ปทุมวัน,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลนพรัตนราชธานี,Nopparat Rajathanee Hospital,"0-2548-1000 ต่อ 80314, 80331","ห้องปฏิบัติการอณูชีวโมเลกุล ชั้น 3 อาคารนวราชจักรี โรงพยาบาลนพรัตนราชธานี 
  679 ถนนรามอินทรา แขวงคันนายาว เขตคันนายาว กรุงเทพ 10230",http://www.nopparat.go.th/nrhweb62/index.php,เขต 13,ภาครัฐ,กรุงเทพมหานคร,คันนายาว,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลสุขุมวิท,Sukhumvit Hospital,0-2391-0011,โรงพยาบาลสุขุมวิท 1411 ถนนสุขุมวิท แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.sukumvithospital.com/home.php,เขต 13,เอกชน,กรุงเทพมหานคร,วัฒนา,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
คลินิคเทคนิคการแพทย์ โปรแล็บ วิภาวดี,Medical Technic Clinic PROLAB Vibhavadi,"0-2955-0354 ต่อ 107,108",37/3 หมู่ 5 แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210,,เขต 13,เอกชน,กรุงเทพมหานคร,หลักสี่,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลเกษมราษฎร์ รามคำแหง,Kasemrad Hospital Ramkhamhaeng,0-2339-0000 ต่อ 1069,99/9 ถ. รามคำแหง แขวงสะพานสูง เขตสะพานสูง กรุงเทพฯ 10240,http://www.kasemrad.co.th/ramkhamhaeng/th/site/contact_us,เขต 13,เอกชน,กรุงเทพมหานคร,สะพานสูง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลเสรีรักษ์,Seriruk Hospital,0-2761-9888,44 ถนนเสรีไทย แขวงมีนบุรี เขตมีนบุรี กรุงเทพฯ 10510,https://www.synphaet.co.th/seriruk/,เขต 13,เอกชน,กรุงเทพมหานคร,มีนบุรี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลเจ้าพระยา,Chaophya Hospital,"0-2434-0117 ต่อ 3326,3327",113/44 ถ.บรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย กทม. 10700,https://www.chaophya.com/,เขต 13,เอกชน,กรุงเทพมหานคร,บางกอกน้อย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลเกษมราษฎร์ ประชาชื่น,Kasemrad Hospital Prachachuen,0-2910-1600 ต่อ1110-1,ห้องปฎิบัติการ ชั้น 3 โรงพยาบาลเกษมราษฎร์ ประชาชื่น 950 ถนน ประชาชื่น แขวงวงศ์สว่าง เขตบางซื่อ กทม 10800,http://www.kasemrad.co.th/Prachachuen/th/site/home,เขต 13,เอกชน,กรุงเทพมหานคร,บางซื่อ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,
